BC_ID BC_Counts Mut_ID
53524 1915 476
48150 589 287
172617 275 971
14631 1 596
1986 490 133
1633 500 460
197599 3711 717
3213 1511 520
1639 1 755
49974 2 395
316532 2006 903
37321 1 625
33845 1 461
115343 1 1007
30319 14 677
562 1 834
30863 3 647
86290 31 1001
44096 2 47
39439 13 756
17815 29 52
188579 738 326
12971 882 95
30790 1331 423
7082 6 362
29006 24 865
1189 2806 981
218784 1 824
225441 1 434
722 2666 48
84462 195 715
78704 2426 192
67354 1 340
7291 1785 34
45286 2 239
18139 2289 825
89756 39 718
111195 1 461
213671 27 605
180985 1 935
129221 1101 3
49 2 252
45 2049 71
76147 493 162
283681 1 985
265815 1 800
73649 1 981
258802 2072 960
212553 2 446
8391 23 118
100565 1994 593
23627 812 181
266716 51 423
268845 1961 802
28199 1 780
472 4329 364
34146 694 768
3194 2101 639
3191 1 983
28754 4755 392
28977 1130 885
50396 1 536
35940 1 1005
7466 15 261
