"","BC_ID","Gen_0","Strain","Environment"
"1834",110528,-5.73110908439,"DivAnc","1_SC3"
"1835",110836,-4.68971639923,"DivAnc","1_SC3"
"1836",110871,-5.73110908439,"DivAnc","1_SC3"
"1837",111035,-3.23834869537,"DivAnc","1_SC3"
"1838",111376,-5.73110908439,"DivAnc","1_SC3"
"1839",111431,-4.29974532023,"DivAnc","1_SC3"
"1840",112077,-5.03213908006,"DivAnc","1_SC3"
"1841",112227,-5.03213908006,"DivAnc","1_SC3"
"1842",112398,-5.73110908439,"DivAnc","1_SC3"
"1843",112422,-5.73110908439,"DivAnc","1_SC3"
"1844",112558,-5.43007908873,"DivAnc","1_SC3"
"1845",112967,-5.73110908439,"DivAnc","1_SC3"
"1846",113008,-4.40888978966,"DivAnc","1_SC3"
"1847",113293,-5.73110908439,"DivAnc","1_SC3"
"1848",113307,-3.93176853494,"DivAnc","1_SC3"
"1849",113440,-5.73110908439,"DivAnc","1_SC3"
"1850",113465,-5.73110908439,"DivAnc","1_SC3"
"1851",113581,-5.73110908439,"DivAnc","1_SC3"
"1852",114054,-5.73110908439,"DivAnc","1_SC3"
"1853",114055,-3.05533074272,"DivAnc","1_SC3"
"1854",114140,-5.12904909306,"DivAnc","1_SC3"
"1855",114171,-5.73110908439,"DivAnc","1_SC3"
"1856",114842,-5.73110908439,"DivAnc","1_SC3"
"1857",115174,-5.43007908873,"DivAnc","1_SC3"
"1858",115284,-4.50066016301,"DivAnc","1_SC3"
"1859",115335,-5.73110908439,"DivAnc","1_SC3"
"1860",115343,-5.12904909306,"DivAnc","1_SC3"
"1861",115612,-3.80169015868,"DivAnc","1_SC3"
"1862",115777,-5.43007908873,"DivAnc","1_SC3"
"1863",116124,-4.29974532023,"DivAnc","1_SC3"
"1864",116162,-3.08864456415,"DivAnc","1_SC3"
"1865",116219,-5.25398782967,"DivAnc","1_SC3"
"1866",116287,-3.29654018036,"DivAnc","1_SC3"
"1867",116552,-3.47825605341,"DivAnc","1_SC3"
"1868",116694,-4.35089784268,"DivAnc","1_SC3"
"1869",117129,-5.73110908439,"DivAnc","1_SC3"
"1870",117240,-5.73110908439,"DivAnc","1_SC3"
"1871",117348,-3.30786321046,"DivAnc","1_SC3"
"1872",117442,-5.73110908439,"DivAnc","1_SC3"
"1873",117473,-3.99871532457,"DivAnc","1_SC3"
"1874",117526,-4.8280190974,"DivAnc","1_SC3"
"1875",117540,-5.73110908439,"DivAnc","1_SC3"
"1876",117633,-5.73110908439,"DivAnc","1_SC3"
"1877",117673,-2.94577924938,"DivAnc","1_SC3"
"1878",117776,-5.12904909306,"DivAnc","1_SC3"
"1879",117933,-5.25398782967,"DivAnc","1_SC3"
"1880",118111,-3.31446857705,"DivAnc","1_SC3"
"1881",118252,-3.7398830087,"DivAnc","1_SC3"
"1882",118461,-5.73110908439,"DivAnc","1_SC3"
"1883",118526,-3.89225999366,"DivAnc","1_SC3"
"1884",118560,-5.73110908439,"DivAnc","1_SC3"
"1885",118830,-2.92970537438,"DivAnc","1_SC3"
"1886",118898,-3.204769807,"DivAnc","1_SC3"
"1887",118915,-3.99871532457,"DivAnc","1_SC3"
"1888",118978,-4.47583657929,"DivAnc","1_SC3"
"1889",119034,-5.73110908439,"DivAnc","1_SC3"
"1890",119084,-5.73110908439,"DivAnc","1_SC3"
"1891",119329,-3.93176853494,"DivAnc","1_SC3"
"1892",119351,-3.29974532023,"DivAnc","1_SC3"
"1893",119492,-5.73110908439,"DivAnc","1_SC3"
"1894",119564,-3.31446857705,"DivAnc","1_SC3"
"1895",119646,-3.68971639923,"DivAnc","1_SC3"
"1896",119723,-4.33316907572,"DivAnc","1_SC3"
"1897",119806,-5.73110908439,"DivAnc","1_SC3"
"1898",119904,-3.34909204182,"DivAnc","1_SC3"
"1899",120036,-5.25398782967,"DivAnc","1_SC3"
"1900",120242,-3.25543789607,"DivAnc","1_SC3"
"1901",120302,-2.88725366177,"DivAnc","1_SC3"
"1902",120592,-5.73110908439,"DivAnc","1_SC3"
"1903",120826,-5.73110908439,"DivAnc","1_SC3"
"1904",120902,-4.47583657929,"DivAnc","1_SC3"
"1905",120923,-3.15132548778,"DivAnc","1_SC3"
"1906",121014,-3.28862931533,"DivAnc","1_SC3"
"1907",121078,-3.36189322698,"DivAnc","1_SC3"
"1908",121260,-5.43007908873,"DivAnc","1_SC3"
"1909",121311,-5.03213908006,"DivAnc","1_SC3"
"1910",121512,-3.02099171928,"DivAnc","1_SC3"
"1911",121620,-3.0627231677,"DivAnc","1_SC3"
"1912",121632,-2.89037584978,"DivAnc","1_SC3"
"1913",121826,-5.43007908873,"DivAnc","1_SC3"
"1914",121837,-3.00683321479,"DivAnc","1_SC3"
"1915",122186,-5.43007908873,"DivAnc","1_SC3"
"1916",122502,-5.73110908439,"DivAnc","1_SC3"
"1917",122522,-5.73110908439,"DivAnc","1_SC3"
"1918",122542,-5.73110908439,"DivAnc","1_SC3"
"1919",122602,-5.25398782967,"DivAnc","1_SC3"
"1920",122743,-3.35089784268,"DivAnc","1_SC3"
"1921",122969,-5.43007908873,"DivAnc","1_SC3"
"1922",123012,-3.53520943198,"DivAnc","1_SC3"
"1923",123023,-5.73110908439,"DivAnc","1_SC3"
"1924",123076,-3.39867062448,"DivAnc","1_SC3"
"1925",123225,-2.89987939053,"DivAnc","1_SC3"
"1926",123235,-3.87985073567,"DivAnc","1_SC3"
"1927",123505,-5.43007908873,"DivAnc","1_SC3"
"1928",123767,-4.28395105305,"DivAnc","1_SC3"
"1929",123797,-2.8210185388,"DivAnc","1_SC3"
"1930",124436,-3.77686657495,"DivAnc","1_SC3"
"1931",124996,-3.54358836356,"DivAnc","1_SC3"
"1932",125273,-3.28240276449,"DivAnc","1_SC3"
"1933",125409,-5.73110908439,"DivAnc","1_SC3"
"1934",125448,-5.73110908439,"DivAnc","1_SC3"
"1935",125671,-5.73110908439,"DivAnc","1_SC3"
"1936",125682,-5.73110908439,"DivAnc","1_SC3"
"1937",125888,-5.25398782967,"DivAnc","1_SC3"
"1938",125956,-3.25689282032,"DivAnc","1_SC3"
"1939",126035,-4.55501782534,"DivAnc","1_SC3"
"1940",126121,-5.43007908873,"DivAnc","1_SC3"
"1941",126406,-3.79158983177,"DivAnc","1_SC3"
"1942",126670,-4.12904909306,"DivAnc","1_SC3"
"1943",126689,-4.65192783834,"DivAnc","1_SC3"
"1944",127128,-5.25398782967,"DivAnc","1_SC3"
"1945",127152,-3.36375316337,"DivAnc","1_SC3"
"1946",127237,-5.73110908439,"DivAnc","1_SC3"
"1947",127429,-3.31446857705,"DivAnc","1_SC3"
"1948",127444,-5.43007908873,"DivAnc","1_SC3"
"1949",127490,-3.92492911041,"DivAnc","1_SC3"
"1950",127562,-3.30950515752,"DivAnc","1_SC3"
"1951",128539,-5.43007908873,"DivAnc","1_SC3"
"1952",129069,-5.43007908873,"DivAnc","1_SC3"
"1953",129221,-3.27932264887,"DivAnc","1_SC3"
"1954",129785,-3.30950515752,"DivAnc","1_SC3"
"1955",129924,-3.27474305126,"DivAnc","1_SC3"
"1956",130134,-5.73110908439,"DivAnc","1_SC3"
"1957",130468,-5.73110908439,"DivAnc","1_SC3"
"1958",130504,-5.43007908873,"DivAnc","1_SC3"
"1959",130546,-3.27322718766,"DivAnc","1_SC3"
"1960",130898,-5.43007908873,"DivAnc","1_SC3"
"1961",131019,-5.73110908439,"DivAnc","1_SC3"
"1962",131111,-3.27021124164,"DivAnc","1_SC3"
"1963",131359,-5.43007908873,"DivAnc","1_SC3"
"1964",131811,-2.94294071325,"DivAnc","1_SC3"
"1965",131829,-2.9782926532,"DivAnc","1_SC3"
"1966",132348,-3.38868640357,"DivAnc","1_SC3"
"1967",132412,-5.43007908873,"DivAnc","1_SC3"
"1968",132622,-4.45235548344,"DivAnc","1_SC3"
"1969",132753,-4.12904909306,"DivAnc","1_SC3"
"1970",132784,-4.16290736033,"DivAnc","1_SC3"
"1971",133261,-2.91025109495,"DivAnc","1_SC3"
"1972",133361,-3.38868640357,"DivAnc","1_SC3"
"1973",133450,-5.43007908873,"DivAnc","1_SC3"
"1974",133898,-3.61053515319,"DivAnc","1_SC3"
"1975",133957,-5.73110908439,"DivAnc","1_SC3"
"1976",134101,-3.25835263508,"DivAnc","1_SC3"
"1977",134121,-5.43007908873,"DivAnc","1_SC3"
"1978",134569,-5.43007908873,"DivAnc","1_SC3"
"1979",134723,-5.43007908873,"DivAnc","1_SC3"
"1980",134851,-5.25398782967,"DivAnc","1_SC3"
"1981",135031,-3.89225999366,"DivAnc","1_SC3"
"1982",135043,-5.73110908439,"DivAnc","1_SC3"
"1983",135273,-3.32456890396,"DivAnc","1_SC3"
"1984",135481,-3.44780785569,"DivAnc","1_SC3"
"1985",135633,-2.95805439103,"DivAnc","1_SC3"
"1986",135841,-5.43007908873,"DivAnc","1_SC3"
"1987",136155,-3.32117596106,"DivAnc","1_SC3"
"1988",136229,-5.43007908873,"DivAnc","1_SC3"
"1989",136498,-4.50066016301,"DivAnc","1_SC3"
"1990",136500,-5.43007908873,"DivAnc","1_SC3"
"1991",136543,-5.12904909306,"DivAnc","1_SC3"
"1992",136766,-3.26572623294,"DivAnc","1_SC3"
"1993",137077,-3.1422773588,"DivAnc","1_SC3"
"1994",137149,-4.08765640791,"DivAnc","1_SC3"
"1995",137227,-5.12904909306,"DivAnc","1_SC3"
"1996",137360,-5.25398782967,"DivAnc","1_SC3"
"1997",137425,-5.43007908873,"DivAnc","1_SC3"
"1998",137633,-4.95295783401,"DivAnc","1_SC3"
"1999",137684,-5.73110908439,"DivAnc","1_SC3"
"2000",137997,-5.73110908439,"DivAnc","1_SC3"
"2001",138075,-5.73110908439,"DivAnc","1_SC3"
"2002",138246,-4.00683321479,"DivAnc","1_SC3"
"2003",138312,-5.73110908439,"DivAnc","1_SC3"
"2004",139347,-3.16644302014,"DivAnc","1_SC3"
"2005",139936,-5.73110908439,"DivAnc","1_SC3"
"2006",140025,-4.31613573642,"DivAnc","1_SC3"
"2007",140071,-5.73110908439,"DivAnc","1_SC3"
"2008",140112,-3.42575771495,"DivAnc","1_SC3"
"2009",140134,-3.54926549645,"DivAnc","1_SC3"
"2010",140326,-5.73110908439,"DivAnc","1_SC3"
"2011",140422,-3.20219238411,"DivAnc","1_SC3"
"2012",140426,-5.43007908873,"DivAnc","1_SC3"
"2013",140450,-3.56675622861,"DivAnc","1_SC3"
"2014",140933,-3.12688303131,"DivAnc","1_SC3"
"2015",141186,-5.73110908439,"DivAnc","1_SC3"
"2016",141488,-5.73110908439,"DivAnc","1_SC3"
"2017",141733,-4.02353890829,"DivAnc","1_SC3"
"2018",141904,-3.26721609541,"DivAnc","1_SC3"
"2019",141948,-5.25398782967,"DivAnc","1_SC3"
"2020",142027,-4.11832522767,"DivAnc","1_SC3"
"2021",142097,-3.57577304693,"DivAnc","1_SC3"
"2022",142384,-5.12904909306,"DivAnc","1_SC3"
"2023",142556,-5.25398782967,"DivAnc","1_SC3"
"2024",142559,-3.54358836356,"DivAnc","1_SC3"
"2025",143165,-5.73110908439,"DivAnc","1_SC3"
"2026",143394,-5.73110908439,"DivAnc","1_SC3"
"2027",143486,-3.7354738898,"DivAnc","1_SC3"
"2028",143679,-5.25398782967,"DivAnc","1_SC3"
"2029",143723,-5.73110908439,"DivAnc","1_SC3"
"2030",143798,-5.73110908439,"DivAnc","1_SC3"
"2031",143959,-5.73110908439,"DivAnc","1_SC3"
"2032",143988,-2.92696965206,"DivAnc","1_SC3"
"2033",144336,-5.73110908439,"DivAnc","1_SC3"
"2034",144527,-5.73110908439,"DivAnc","1_SC3"
"2035",144914,-5.73110908439,"DivAnc","1_SC3"
"2036",145183,-3.93871739489,"DivAnc","1_SC3"
"2037",145259,-3.98292105739,"DivAnc","1_SC3"
"2038",145475,-4.43007908873,"DivAnc","1_SC3"
"2039",145495,-5.73110908439,"DivAnc","1_SC3"
"2040",145555,-3.39265259079,"DivAnc","1_SC3"
"2041",145596,-4.95295783401,"DivAnc","1_SC3"
"2042",145748,-3.25689282032,"DivAnc","1_SC3"
"2043",145925,-3.92492911041,"DivAnc","1_SC3"
"2044",146135,-3.60400428603,"DivAnc","1_SC3"
"2045",146536,-3.25110214144,"DivAnc","1_SC3"
"2046",146754,-4.10785979399,"DivAnc","1_SC3"
"2047",146995,-4.88601104438,"DivAnc","1_SC3"
"2048",147112,-4.58498104871,"DivAnc","1_SC3"
"2049",147277,-2.96321146837,"DivAnc","1_SC3"
"2050",147571,-3.47103769641,"DivAnc","1_SC3"
"2051",147993,-5.73110908439,"DivAnc","1_SC3"
"2052",148032,-3.37700064525,"DivAnc","1_SC3"
"2053",148768,-3.41513873894,"DivAnc","1_SC3"
"2054",148968,-3.31613573642,"DivAnc","1_SC3"
"2055",149136,-5.03213908006,"DivAnc","1_SC3"
"2056",149299,-5.73110908439,"DivAnc","1_SC3"
"2057",149577,-3.25835263508,"DivAnc","1_SC3"
"2058",149805,-5.73110908439,"DivAnc","1_SC3"
"2059",150028,-5.73110908439,"DivAnc","1_SC3"
"2060",150122,-3.46629126138,"DivAnc","1_SC3"
"2061",150252,-4.04091300436,"DivAnc","1_SC3"
"2062",150610,-5.73110908439,"DivAnc","1_SC3"
"2063",150618,-3.25110214144,"DivAnc","1_SC3"
"2064",150764,-3.21391318644,"DivAnc","1_SC3"
"2065",150994,-3.89225999366,"DivAnc","1_SC3"
"2066",151009,-3.79661063315,"DivAnc","1_SC3"
"2067",151016,-5.73110908439,"DivAnc","1_SC3"
"2068",151211,-4.00683321479,"DivAnc","1_SC3"
"2069",151360,-3.67420423306,"DivAnc","1_SC3"
"2070",151375,-5.25398782967,"DivAnc","1_SC3"
"2071",151390,-5.73110908439,"DivAnc","1_SC3"
"2072",151532,-3.23004982217,"DivAnc","1_SC3"
"2073",151754,-5.43007908873,"DivAnc","1_SC3"
"2074",152007,-3.62051937409,"DivAnc","1_SC3"
"2075",152022,-5.73110908439,"DivAnc","1_SC3"
"2076",152420,-4.95295783401,"DivAnc","1_SC3"
"2077",152744,-5.43007908873,"DivAnc","1_SC3"
"2078",152761,-3.32627536777,"DivAnc","1_SC3"
"2079",152815,-3.31613573642,"DivAnc","1_SC3"
"2080",152857,-5.73110908439,"DivAnc","1_SC3"
"2081",153349,-5.43007908873,"DivAnc","1_SC3"
"2082",153457,-3.24115060497,"DivAnc","1_SC3"
"2083",153621,-3.33143536291,"DivAnc","1_SC3"
"2084",153638,-3.87377658796,"DivAnc","1_SC3"
"2085",153647,-5.73110908439,"DivAnc","1_SC3"
"2086",154071,-4.95295783401,"DivAnc","1_SC3"
"2087",154115,-3.46865799466,"DivAnc","1_SC3"
"2088",154305,-3.48559641658,"DivAnc","1_SC3"
"2089",154487,-5.43007908873,"DivAnc","1_SC3"
"2090",154709,-5.73110908439,"DivAnc","1_SC3"
"2091",154882,-3.28395105305,"DivAnc","1_SC3"
"2092",154956,-3.32627536777,"DivAnc","1_SC3"
"2093",155044,-5.73110908439,"DivAnc","1_SC3"
"2094",155359,-5.43007908873,"DivAnc","1_SC3"
"2095",155592,-3.32117596106,"DivAnc","1_SC3"
"2096",155805,-5.43007908873,"DivAnc","1_SC3"
"2097",155824,-5.73110908439,"DivAnc","1_SC3"
"2098",156188,-5.03213908006,"DivAnc","1_SC3"
"2099",156918,-5.73110908439,"DivAnc","1_SC3"
"2100",156953,-3.61383778874,"DivAnc","1_SC3"
"2101",157521,-5.73110908439,"DivAnc","1_SC3"
"2102",157746,-5.73110908439,"DivAnc","1_SC3"
"2103",157827,-3.12580403825,"DivAnc","1_SC3"
"2104",158049,-5.73110908439,"DivAnc","1_SC3"
"2105",158540,-3.60400428603,"DivAnc","1_SC3"
"2106",159524,-4.31613573642,"DivAnc","1_SC3"
"2107",159661,-3.51892147999,"DivAnc","1_SC3"
"2108",160392,-5.73110908439,"DivAnc","1_SC3"
"2109",160908,-3.38671681071,"DivAnc","1_SC3"
"2110",161389,-2.9775260255,"DivAnc","1_SC3"
"2111",161453,-5.43007908873,"DivAnc","1_SC3"
"2112",161630,-5.73110908439,"DivAnc","1_SC3"
"2113",161878,-5.73110908439,"DivAnc","1_SC3"
"2114",162426,-5.03213908006,"DivAnc","1_SC3"
"2115",162512,-3.5521321371,"DivAnc","1_SC3"
"2116",162705,-3.17722605775,"DivAnc","1_SC3"
"2117",162894,-3.55501782534,"DivAnc","1_SC3"
"2118",163055,-5.43007908873,"DivAnc","1_SC3"
"2119",163828,-5.73110908439,"DivAnc","1_SC3"
"2120",163886,-2.953682262,"DivAnc","1_SC3"
"2121",164128,-5.43007908873,"DivAnc","1_SC3"
"2122",164437,-3.28240276449,"DivAnc","1_SC3"
"2123",164491,-5.73110908439,"DivAnc","1_SC3"
"2124",165532,-5.25398782967,"DivAnc","1_SC3"
"2125",165832,-5.43007908873,"DivAnc","1_SC3"
"2126",165857,-5.43007908873,"DivAnc","1_SC3"
"2127",166346,-3.64832371408,"DivAnc","1_SC3"
"2128",166347,-3.42147891697,"DivAnc","1_SC3"
"2129",166443,-4.11832522767,"DivAnc","1_SC3"
"2130",166530,-5.25398782967,"DivAnc","1_SC3"
"2131",166582,-5.73110908439,"DivAnc","1_SC3"
"2132",166976,-3.74883785135,"DivAnc","1_SC3"
"2133",167205,-5.73110908439,"DivAnc","1_SC3"
"2134",167525,-5.73110908439,"DivAnc","1_SC3"
"2135",167818,-5.73110908439,"DivAnc","1_SC3"
"2136",168237,-3.72678771061,"DivAnc","1_SC3"
"2137",168303,-5.73110908439,"DivAnc","1_SC3"
"2138",168631,-4.38868640357,"DivAnc","1_SC3"
"2139",168691,-3.86187736466,"DivAnc","1_SC3"
"2140",168852,-5.73110908439,"DivAnc","1_SC3"
"2141",168929,-5.73110908439,"DivAnc","1_SC3"
"2142",169144,-5.73110908439,"DivAnc","1_SC3"
"2143",169616,-3.36189322698,"DivAnc","1_SC3"
"2144",170060,-3.69368258645,"DivAnc","1_SC3"
"2145",170259,-3.74883785135,"DivAnc","1_SC3"
"2146",170379,-5.73110908439,"DivAnc","1_SC3"
"2147",170429,-3.90503428169,"DivAnc","1_SC3"
"2148",171044,-4.95295783401,"DivAnc","1_SC3"
"2149",171208,-3.46393735599,"DivAnc","1_SC3"
"2150",171562,-3.25543789607,"DivAnc","1_SC3"
"2151",171833,-5.43007908873,"DivAnc","1_SC3"
"2152",172343,-3.07309768774,"DivAnc","1_SC3"
"2153",172617,-3.60725744343,"DivAnc","1_SC3"
"2154",173853,-5.25398782967,"DivAnc","1_SC3"
"2155",174312,-3.67420423306,"DivAnc","1_SC3"
"2156",175000,-5.73110908439,"DivAnc","1_SC3"
"2157",175038,-5.73110908439,"DivAnc","1_SC3"
"2158",175245,-3.05993624168,"DivAnc","1_SC3"
"2159",175264,-5.73110908439,"DivAnc","1_SC3"
"2160",176374,-5.73110908439,"DivAnc","1_SC3"
"2161",176378,-3.89860017169,"DivAnc","1_SC3"
"2162",176380,-5.73110908439,"DivAnc","1_SC3"
"2163",176385,-5.73110908439,"DivAnc","1_SC3"
"2164",176602,-3.05808817726,"DivAnc","1_SC3"
"2165",176725,-3.23417943632,"DivAnc","1_SC3"
"2166",176822,-5.73110908439,"DivAnc","1_SC3"
"2167",177020,-4.58498104871,"DivAnc","1_SC3"
"2168",177103,-5.73110908439,"DivAnc","1_SC3"
"2169",177739,-5.73110908439,"DivAnc","1_SC3"
"2170",177912,-5.43007908873,"DivAnc","1_SC3"
"2171",178504,-5.73110908439,"DivAnc","1_SC3"
"2172",178753,-5.73110908439,"DivAnc","1_SC3"
"2173",179025,-3.13451198877,"DivAnc","1_SC3"
"2174",179464,-5.43007908873,"DivAnc","1_SC3"
"2175",179621,-5.73110908439,"DivAnc","1_SC3"
"2176",179648,-3.52428320836,"DivAnc","1_SC3"
"2177",179721,-5.73110908439,"DivAnc","1_SC3"
"2178",179796,-5.73110908439,"DivAnc","1_SC3"
"2179",179919,-3.31948937843,"DivAnc","1_SC3"
"2180",180047,-5.73110908439,"DivAnc","1_SC3"
"2181",180127,-3.34729371841,"DivAnc","1_SC3"
"2182",180705,-4.12904909306,"DivAnc","1_SC3"
"2183",180975,-5.43007908873,"DivAnc","1_SC3"
"2184",181230,-2.99791181929,"DivAnc","1_SC3"
"2185",181571,-3.52971196007,"DivAnc","1_SC3"
"2186",182053,-5.43007908873,"DivAnc","1_SC3"
"2187",182063,-2.66815125031,"DivAnc","1_SC3"
"2188",182157,-5.73110908439,"DivAnc","1_SC3"
"2189",182286,-3.00601456331,"DivAnc","1_SC3"
"2190",182591,-3.30786321046,"DivAnc","1_SC3"
"2191",183115,-5.43007908873,"DivAnc","1_SC3"
"2192",183279,-2.98292105739,"DivAnc","1_SC3"
"2193",184076,-5.73110908439,"DivAnc","1_SC3"
"2194",184247,-3.73110908439,"DivAnc","1_SC3"
"2195",184485,-5.12904909306,"DivAnc","1_SC3"
"2196",184728,-3.36375316337,"DivAnc","1_SC3"
"2197",184803,-3.98292105739,"DivAnc","1_SC3"
"2198",185604,-3.3656210995,"DivAnc","1_SC3"
"2199",185671,-5.25398782967,"DivAnc","1_SC3"
"2200",185905,-5.43007908873,"DivAnc","1_SC3"
"2201",185917,-4.17480658363,"DivAnc","1_SC3"
"2202",186268,-5.73110908439,"DivAnc","1_SC3"
"2203",186559,-3.1907796096,"DivAnc","1_SC3"
"2204",186563,-3.51100099635,"DivAnc","1_SC3"
"2205",186904,-3.31780932031,"DivAnc","1_SC3"
"2206",187100,-5.12904909306,"DivAnc","1_SC3"
"2207",187216,-5.25398782967,"DivAnc","1_SC3"
"2208",187640,-3.10579663343,"DivAnc","1_SC3"
"2209",188286,-3.856047821,"DivAnc","1_SC3"
"2210",188458,-3.46393735599,"DivAnc","1_SC3"
"2211",188579,-3.28085997607,"DivAnc","1_SC3"
"2212",188605,-5.12904909306,"DivAnc","1_SC3"
"2213",188717,-5.73110908439,"DivAnc","1_SC3"
"2214",189219,-3.7533854791,"DivAnc","1_SC3"
"2215",190617,-4.11832522767,"DivAnc","1_SC3"
"2216",190618,-3.15707781666,"DivAnc","1_SC3"
"2217",191287,-3.44330735446,"DivAnc","1_SC3"
"2218",191508,-5.73110908439,"DivAnc","1_SC3"
"2219",191558,-3.09663181423,"DivAnc","1_SC3"
"2220",191694,-5.43007908873,"DivAnc","1_SC3"
"2221",191733,-3.80682979833,"DivAnc","1_SC3"
"2222",192306,-2.93662103773,"DivAnc","1_SC3"
"2223",192398,-5.73110908439,"DivAnc","1_SC3"
"2224",192531,-5.43007908873,"DivAnc","1_SC3"
"2225",192578,-3.04626372275,"DivAnc","1_SC3"
"2226",192809,-5.73110908439,"DivAnc","1_SC3"
"2227",193710,-5.43007908873,"DivAnc","1_SC3"
"2228",193897,-5.43007908873,"DivAnc","1_SC3"
"2229",193917,-5.43007908873,"DivAnc","1_SC3"
"2230",194521,-5.43007908873,"DivAnc","1_SC3"
"2231",194852,-5.73110908439,"DivAnc","1_SC3"
"2232",195318,-5.43007908873,"DivAnc","1_SC3"
"2233",195482,-5.03213908006,"DivAnc","1_SC3"
"2234",195539,-5.73110908439,"DivAnc","1_SC3"
"2235",195653,-5.73110908439,"DivAnc","1_SC3"
"2236",195818,-3.99871532457,"DivAnc","1_SC3"
"2237",195913,-5.73110908439,"DivAnc","1_SC3"
"2238",196168,-3.21789148432,"DivAnc","1_SC3"
"2239",196509,-3.43885301304,"DivAnc","1_SC3"
"2240",197181,-5.73110908439,"DivAnc","1_SC3"
"2241",197403,-3.43444389413,"DivAnc","1_SC3"
"2242",197406,-3.46393735599,"DivAnc","1_SC3"
"2243",197599,-3.13341389847,"DivAnc","1_SC3"
"2244",197792,-5.03213908006,"DivAnc","1_SC3"
"2245",197883,-5.73110908439,"DivAnc","1_SC3"
"2246",198020,-3.42791302697,"DivAnc","1_SC3"
"2247",198267,-3.06179220383,"DivAnc","1_SC3"
"2248",198789,-5.73110908439,"DivAnc","1_SC3"
"2249",198837,-5.73110908439,"DivAnc","1_SC3"
"2250",198897,-4.25398782967,"DivAnc","1_SC3"
"2251",198918,-5.73110908439,"DivAnc","1_SC3"
"2252",199572,-5.73110908439,"DivAnc","1_SC3"
"2253",199681,-2.99952031921,"DivAnc","1_SC3"
"2254",199928,-5.25398782967,"DivAnc","1_SC3"
"2255",199989,-5.73110908439,"DivAnc","1_SC3"
"2256",200116,-5.73110908439,"DivAnc","1_SC3"
"2257",200259,-5.73110908439,"DivAnc","1_SC3"
"2258",200875,-5.73110908439,"DivAnc","1_SC3"
"2259",201281,-5.73110908439,"DivAnc","1_SC3"
"2260",201919,-5.73110908439,"DivAnc","1_SC3"
"2261",203384,-4.22595910607,"DivAnc","1_SC3"
"2262",203856,-2.59312235167,"DivAnc","1_SC3"
"2263",204061,-3.91156514885,"DivAnc","1_SC3"
"2264",204062,-5.73110908439,"DivAnc","1_SC3"
"2265",204129,-5.73110908439,"DivAnc","1_SC3"
"2266",204165,-5.73110908439,"DivAnc","1_SC3"
"2267",204458,-3.32456890396,"DivAnc","1_SC3"
"2268",204675,-4.77686657495,"DivAnc","1_SC3"
"2269",205006,-4.10785979399,"DivAnc","1_SC3"
"2270",205632,-3.85029549211,"DivAnc","1_SC3"
"2271",205865,-5.73110908439,"DivAnc","1_SC3"
"2272",206352,-5.73110908439,"DivAnc","1_SC3"
"2273",206696,-3.43007908873,"DivAnc","1_SC3"
"2274",206698,-5.73110908439,"DivAnc","1_SC3"
"2275",207426,-4.95295783401,"DivAnc","1_SC3"
"2276",207582,-5.43007908873,"DivAnc","1_SC3"
"2277",208175,-5.73110908439,"DivAnc","1_SC3"
"2278",208475,-5.43007908873,"DivAnc","1_SC3"
"2279",208618,-3.73110908439,"DivAnc","1_SC3"
"2280",208795,-4.88601104438,"DivAnc","1_SC3"
"2281",209755,-4.95295783401,"DivAnc","1_SC3"
"2282",210055,-3.12258305082,"DivAnc","1_SC3"
"2283",210433,-3.18456642091,"DivAnc","1_SC3"
"2284",210749,-5.73110908439,"DivAnc","1_SC3"
"2285",211410,-5.73110908439,"DivAnc","1_SC3"
"2286",211777,-3.26276175398,"DivAnc","1_SC3"
"2287",211962,-2.85953614885,"DivAnc","1_SC3"
"2288",212701,-5.25398782967,"DivAnc","1_SC3"
"2289",212705,-5.73110908439,"DivAnc","1_SC3"
"2290",213112,-5.43007908873,"DivAnc","1_SC3"
"2291",213126,-5.73110908439,"DivAnc","1_SC3"
"2292",213671,-4.17480658363,"DivAnc","1_SC3"
"2293",214400,-4.8280190974,"DivAnc","1_SC3"
"2294",214700,-3.34371925805,"DivAnc","1_SC3"
"2295",214722,-5.73110908439,"DivAnc","1_SC3"
"2296",215773,-2.99952031921,"DivAnc","1_SC3"
"2297",215965,-5.73110908439,"DivAnc","1_SC3"
"2298",215990,-5.73110908439,"DivAnc","1_SC3"
"2299",216496,-5.43007908873,"DivAnc","1_SC3"
"2300",216539,-5.43007908873,"DivAnc","1_SC3"
"2301",217198,-5.73110908439,"DivAnc","1_SC3"
"2302",217469,-5.73110908439,"DivAnc","1_SC3"
"2303",218104,-5.25398782967,"DivAnc","1_SC3"
"2304",218590,-3.57577304693,"DivAnc","1_SC3"
"2305",219159,-4.95295783401,"DivAnc","1_SC3"
"2306",220357,-5.73110908439,"DivAnc","1_SC3"
"2307",220492,-4.10785979399,"DivAnc","1_SC3"
"2308",221173,-4.95295783401,"DivAnc","1_SC3"
"2309",221470,-3.48559641658,"DivAnc","1_SC3"
"2310",221760,-3.09062764742,"DivAnc","1_SC3"
"2311",222242,-5.43007908873,"DivAnc","1_SC3"
"2312",222256,-5.43007908873,"DivAnc","1_SC3"
"2313",222798,-5.43007908873,"DivAnc","1_SC3"
"2314",223880,-5.73110908439,"DivAnc","1_SC3"
"2315",224131,-5.73110908439,"DivAnc","1_SC3"
