STRAIN	BC_ID	MU_ID	ENV	gen_0	gen_10	gen_20	gen_30	gen_40
DivAnc	23990	886	1_SC3	1	0	0	0	0
DivAnc	73463	74	1_SC3	67	321	167	389	257
DivAnc	268076	213	1_SC3	1	11	0	0	0
DivAnc	4026	48	1_SC3	607	3734	2007	3996	2850
DivAnc	239041	85	1_SC3	952	5937	2808	5676	4433
DivAnc	131111	534	1_SC3	289	1605	790	1752	1272
DivAnc	144336	996	1_SC3	1	3	3	0	0
DivAnc	263633	347	1_SC3	1	0	0	0	0
DivAnc	23446	651	1_SC3	16	87	36	50	60
DivAnc	117673	522	1_SC3	610	3634	1841	3975	3077
DivAnc	23444	742	1_SC3	51	261	112	234	143
DivAnc	82103	195	1_SC3	1	10	15	26	15
DivAnc	5982	775	1_SC3	343	1950	872	1903	1381
DivAnc	64036	887	1_SC3	1	0	0	0	0
DivAnc	10891	799	1_SC3	626	3946	1948	3880	3441
DivAnc	55299	434	1_SC3	1	8	0	0	0
DivAnc	22262	20	1_SC3	236	1482	733	1448	1267
DivAnc	24714	985	1_SC3	1	0	0	0	0
DivAnc	32837	628	1_SC3	5	23	20	43	27
DivAnc	7518	159	1_SC3	2	2	5	12	18
DivAnc	52269	651	1_SC3	12	73	41	92	65
DivAnc	25069	802	1_SC3	564	3205	1488	2820	2328
DivAnc	130134	48	1_SC3	1	0	0	0	0
DivAnc	74359	729	1_SC3	1	0	0	0	0
DivAnc	127490	856	1_SC3	64	437	250	658	599
DivAnc	60353	981	1_SC3	43	261	118	258	178
DivAnc	130468	366	1_SC3	1	0	0	0	0
DivAnc	6794	892	1_SC3	466	2598	1515	3187	2618
DivAnc	88718	763	1_SC3	229	1400	711	1462	1197
DivAnc	135031	119	1_SC3	69	362	158	366	175
DivAnc	294	149	1_SC3	112	792	322	684	462
DivAnc	17650	954	1_SC3	47	402	182	265	239
DivAnc	63735	390	1_SC3	352	2274	1035	2104	1624
DivAnc	117526	684	1_SC3	8	56	23	25	8
DivAnc	100941	85	1_SC3	1	2	0	0	0
DivAnc	4657	423	1_SC3	914	5414	2793	5470	4291
DivAnc	55835	159	1_SC3	2	32	14	44	19
DivAnc	55833	855	1_SC3	39	200	102	217	183
DivAnc	276	149	1_SC3	28	110	36	86	66
DivAnc	43981	935	1_SC3	1	22	11	7	0
DivAnc	279	109	1_SC3	194	1308	656	1300	947
DivAnc	22484	453	1_SC3	235	1504	869	1772	1526
DivAnc	140326	252	1_SC3	1	11	3	0	0
DivAnc	43698	333	1_SC3	1	0	0	0	0
DivAnc	158540	132	1_SC3	134	799	449	963	587
DivAnc	12011	718	1_SC3	59	274	101	211	225
DivAnc	312970	456	1_SC3	571	3524	1735	3632	2743
DivAnc	16385	439	1_SC3	63	344	143	300	233
DivAnc	69721	411	1_SC3	1	12	9	21	17
DivAnc	81620	349	1_SC3	24	116	86	98	88
DivAnc	64678	148	1_SC3	11	32	5	52	50
DivAnc	97886	456	1_SC3	2	26	11	46	37
DivAnc	17032	226	1_SC3	351	1993	1092	2076	1431
DivAnc	64299	486	1_SC3	2	23	8	5	8
DivAnc	76127	233	1_SC3	1	15	4	9	1
DivAnc	57477	149	1_SC3	1	0	0	0	0
DivAnc	46793	1014	1_SC3	163	903	420	782	738
DivAnc	8094	35	1_SC3	2	6	0	0	0
DivAnc	102	488	1_SC3	89	451	211	448	387
DivAnc	49561	566	1_SC3	366	2181	1046	2320	1744
DivAnc	107	212	1_SC3	1	0	0	0	0
DivAnc	4148	159	1_SC3	458	2583	1456	3094	2587
DivAnc	16819	55	1_SC3	113	625	314	621	510
DivAnc	333	512	1_SC3	1	0	0	0	0
DivAnc	251174	809	1_SC3	1	0	0	0	0
DivAnc	2510	884	1_SC3	1	24	24	14	5
DivAnc	185917	423	1_SC3	36	185	122	193	95
DivAnc	85186	1004	1_SC3	224	1148	555	1353	982
DivAnc	102448	59	1_SC3	2	2	4	5	0
DivAnc	9411	500	1_SC3	49	246	162	328	273
DivAnc	64905	481	1_SC3	9	72	39	98	56
DivAnc	57076	930	1_SC3	246	1501	761	1508	1169
DivAnc	11611	159	1_SC3	324	1868	925	1968	1654
DivAnc	45444	874	1_SC3	193	1184	601	1231	984
DivAnc	85430	912	1_SC3	1	0	0	0	0
DivAnc	10633	695	1_SC3	8	18	16	36	16
DivAnc	294543	85	1_SC3	1	0	0	0	0
DivAnc	20521	898	1_SC3	308	1876	936	1884	1523
DivAnc	19394	174	1_SC3	1	3	0	0	0
DivAnc	204062	254	1_SC3	1	7	4	1	0
DivAnc	204061	456	1_SC3	66	406	193	401	292
DivAnc	58677	428	1_SC3	1	2	0	0	0
DivAnc	125409	898	1_SC3	1	5	0	0	0
DivAnc	33474	742	1_SC3	340	2022	878	1791	1281
DivAnc	41343	757	1_SC3	147	885	478	849	635
DivAnc	182063	235	1_SC3	1156	6749	3512	6662	5191
DivAnc	9322	311	1_SC3	2	0	0	0	0
DivAnc	24082	97	1_SC3	138	852	438	782	588
DivAnc	17721	80	1_SC3	390	2092	1078	2295	1629
DivAnc	17722	767	1_SC3	2	3	0	0	0
DivAnc	139936	162	1_SC3	1	0	0	0	0
DivAnc	54952	381	1_SC3	984	5600	2729	5345	4184
DivAnc	116124	372	1_SC3	27	133	54	77	92
DivAnc	142027	1007	1_SC3	41	240	90	188	175
DivAnc	54955	159	1_SC3	159	1001	475	889	734
DivAnc	8949	718	1_SC3	343	1783	1069	2085	1674
DivAnc	3510	628	1_SC3	746	4438	2202	4257	3172
DivAnc	53288	243	1_SC3	1	0	0	0	0
DivAnc	2689	605	1_SC3	150	906	446	1096	764
DivAnc	84058	9	1_SC3	501	2789	1402	2789	2125
DivAnc	6203	389	1_SC3	1	0	0	0	0
DivAnc	36027	717	1_SC3	102	611	295	588	551
DivAnc	102158	353	1_SC3	53	243	120	170	159
DivAnc	122542	618	1_SC3	1	3	12	40	29
DivAnc	26976	958	1_SC3	125	718	306	602	458
DivAnc	203384	767	1_SC3	32	195	82	246	192
DivAnc	9744	704	1_SC3	3	9	9	15	1
DivAnc	294034	564	1_SC3	46	214	132	211	151
DivAnc	71572	423	1_SC3	352	2024	1034	2220	1753
DivAnc	20415	47	1_SC3	391	2389	1149	2390	1972
DivAnc	95	710	1_SC3	414	2443	1206	2434	1841
DivAnc	219159	926	1_SC3	6	56	30	77	85
DivAnc	1627	192	1_SC3	136	811	413	824	655
DivAnc	30414	302	1_SC3	3	10	0	0	0
DivAnc	1998	652	1_SC3	1	2	2	18	13
DivAnc	1629	1012	1_SC3	3	33	21	18	2
DivAnc	14681	800	1_SC3	1	0	0	0	0
DivAnc	193917	48	1_SC3	2	27	23	25	0
DivAnc	33679	115	1_SC3	50	240	150	280	203
DivAnc	112558	815	1_SC3	2	13	0	0	0
DivAnc	112227	209	1_SC3	5	65	49	85	43
DivAnc	8832	449	1_SC3	1	20	9	10	2
DivAnc	33853	48	1_SC3	73	470	274	568	466
DivAnc	275344	785	1_SC3	3	12	3	13	0
DivAnc	59927	113	1_SC3	369	1907	1078	2071	1639
DivAnc	132348	903	1_SC3	219	1230	626	1199	951
DivAnc	33697	657	1_SC3	1	24	1	0	0
DivAnc	80806	829	1_SC3	1	11	1	7	12
DivAnc	5409	813	1_SC3	16	52	21	59	28
DivAnc	59108	412	1_SC3	400	2199	1115	2145	1632
DivAnc	24235	1012	1_SC3	3	33	16	30	56
DivAnc	29561	423	1_SC3	776	4658	2438	4686	3456
DivAnc	37178	692	1_SC3	743	4355	2288	4809	3800
DivAnc	147277	439	1_SC3	586	3266	1710	3098	2344
DivAnc	115335	829	1_SC3	1	3	4	0	0
DivAnc	37957	213	1_SC3	172	1001	539	894	756
DivAnc	37959	729	1_SC3	267	1584	921	1832	1429
DivAnc	29764	809	1_SC3	491	3047	1446	2713	2078
DivAnc	1175	97	1_SC3	9	17	12	19	6
DivAnc	8167	153	1_SC3	1069	5879	2985	5857	5093
DivAnc	8164	445	1_SC3	1	33	12	19	27
DivAnc	76574	75	1_SC3	16	77	38	75	29
DivAnc	76576	302	1_SC3	30	146	95	185	172
DivAnc	18148	1002	1_SC3	449	2790	1308	2668	2151
DivAnc	44701	625	1_SC3	478	2924	1323	2601	1817
DivAnc	5537	32	1_SC3	285	1491	732	1671	1156
DivAnc	76084	670	1_SC3	190	1132	554	1008	788
DivAnc	18146	254	1_SC3	1	5	6	19	30
DivAnc	225276	596	1_SC3	39	178	60	74	30
DivAnc	110836	190	1_SC3	11	39	15	73	69
DivAnc	11167	247	1_SC3	11	25	14	23	23
DivAnc	83726	383	1_SC3	1	17	2	0	0
DivAnc	94495	780	1_SC3	1	0	0	0	0
DivAnc	682	474	1_SC3	202	1292	624	1194	836
DivAnc	189219	390	1_SC3	95	609	339	576	396
DivAnc	229429	138	1_SC3	473	2563	1172	2191	1725
DivAnc	8386	536	1_SC3	493	2894	1385	2917	2318
DivAnc	73651	245	1_SC3	22	192	48	97	73
DivAnc	22955	813	1_SC3	28	199	79	148	205
DivAnc	8545	805	1_SC3	131	800	364	763	527
DivAnc	15282	960	1_SC3	358	2275	1202	2608	2015
DivAnc	55110	426	1_SC3	1	22	4	8	0
DivAnc	4389	534	1_SC3	238	1422	732	1400	896
DivAnc	55115	647	1_SC3	452	2710	1313	2785	2140
DivAnc	87336	149	1_SC3	8	33	21	60	58
DivAnc	95948	278	1_SC3	47	215	123	274	198
DivAnc	6579	401	1_SC3	128	795	439	987	712
DivAnc	4386	432	1_SC3	1	1	0	0	0
DivAnc	87807	271	1_SC3	2	32	3	14	10
DivAnc	406	376	1_SC3	2	5	0	0	0
DivAnc	73721	1014	1_SC3	24	132	73	123	126
DivAnc	34154	597	1_SC3	1	23	11	12	18
DivAnc	18805	1002	1_SC3	3	12	0	3	0
DivAnc	145925	213	1_SC3	64	305	136	345	203
DivAnc	63864	859	1_SC3	2	4	11	30	6
DivAnc	25942	403	1_SC3	385	2194	980	2001	1461
DivAnc	31547	652	1_SC3	1	0	0	0	0
DivAnc	3830	906	1_SC3	82	371	240	469	294
DivAnc	3833	34	1_SC3	117	753	325	711	523
DivAnc	214400	965	1_SC3	8	83	27	74	48
DivAnc	145748	330	1_SC3	298	1957	937	2132	1807
DivAnc	72413	233	1_SC3	3	29	15	28	29
DivAnc	4036	8	1_SC3	400	2319	1045	2193	1528
DivAnc	78847	85	1_SC3	75	447	207	354	369
DivAnc	307680	173	1_SC3	1	0	0	0	0
DivAnc	198789	177	1_SC3	1	24	19	48	77
DivAnc	28989	247	1_SC3	59	325	211	371	314
DivAnc	51278	439	1_SC3	218	1318	648	1596	1068
DivAnc	77281	308	1_SC3	4	4	0	0	0
DivAnc	379	111	1_SC3	194	1106	592	1193	989
DivAnc	91841	639	1_SC3	510	2948	1600	3601	2559
DivAnc	55025	981	1_SC3	403	2512	1189	2303	1964
DivAnc	6532	964	1_SC3	1	0	0	0	0
DivAnc	19412	597	1_SC3	1	0	0	0	0
DivAnc	181571	50	1_SC3	159	960	485	1046	803
DivAnc	182591	9	1_SC3	265	1455	682	1323	1144
DivAnc	75530	366	1_SC3	1	0	0	0	0
DivAnc	26443	647	1_SC3	1	5	4	0	0
DivAnc	304554	819	1_SC3	124	752	446	917	703
DivAnc	70988	99	1_SC3	1	3	7	10	19
DivAnc	35440	423	1_SC3	2644	15043	7867	15856	12163
DivAnc	130898	280	1_SC3	2	19	1	5	6
DivAnc	88639	896	1_SC3	667	4100	1967	4245	3325
DivAnc	23877	886	1_SC3	1	0	0	0	0
DivAnc	6784	623	1_SC3	1	19	8	13	0
DivAnc	274835	20	1_SC3	1	0	0	0	0
DivAnc	10979	764	1_SC3	78	477	181	241	110
DivAnc	4723	807	1_SC3	14	112	52	108	82
DivAnc	31903	421	1_SC3	1	0	0	0	0
DivAnc	5844	353	1_SC3	97	645	288	468	352
DivAnc	222798	648	1_SC3	2	7	4	5	3
DivAnc	177103	622	1_SC3	1	0	0	0	0
DivAnc	165832	729	1_SC3	2	4	0	0	0
DivAnc	57261	969	1_SC3	410	2443	1205	2569	1854
DivAnc	41828	763	1_SC3	1	0	0	0	0
DivAnc	117240	353	1_SC3	1	15	9	17	20
DivAnc	32006	780	1_SC3	3	11	1	3	0
DivAnc	182286	476	1_SC3	531	3028	1480	2713	2248
DivAnc	56407	625	1_SC3	197	1210	579	916	638
DivAnc	11757	573	1_SC3	408	2231	1029	1957	1532
DivAnc	2270	918	1_SC3	1	11	0	0	0
DivAnc	64597	582	1_SC3	68	287	156	210	170
DivAnc	37683	597	1_SC3	1	0	0	0	0
DivAnc	12000	1012	1_SC3	410	2504	1242	2615	1641
DivAnc	69748	41	1_SC3	809	4619	2133	4289	3331
DivAnc	166582	316	1_SC3	1	0	0	0	0
DivAnc	205632	692	1_SC3	76	399	223	403	244
DivAnc	178753	423	1_SC3	1	0	0	0	0
DivAnc	9241	111	1_SC3	98	647	263	547	443
DivAnc	122602	954	1_SC3	3	15	2	0	0
DivAnc	38423	475	1_SC3	241	1369	656	1151	893
DivAnc	149136	599	1_SC3	5	39	29	23	31
DivAnc	150610	235	1_SC3	1	12	0	0	0
DivAnc	3597	473	1_SC3	1	10	3	6	0
DivAnc	154071	453	1_SC3	6	23	20	24	5
DivAnc	17999	265	1_SC3	2	5	10	50	26
DivAnc	80107	442	1_SC3	88	451	246	524	515
DivAnc	4829	547	1_SC3	1	6	0	0	0
DivAnc	185671	309	1_SC3	3	0	0	0	0
DivAnc	29154	727	1_SC3	34	288	110	233	206
DivAnc	4532	1012	1_SC3	586	3213	1703	3786	2872
DivAnc	21930	34	1_SC3	288	1795	827	1710	1401
DivAnc	11625	151	1_SC3	1	12	13	6	0
DivAnc	140426	772	1_SC3	2	24	28	82	101
DivAnc	294550	639	1_SC3	1	3	0	0	0
DivAnc	270722	618	1_SC3	4	18	4	4	0
DivAnc	140422	412	1_SC3	338	1880	808	1668	1337
DivAnc	10152	639	1_SC3	2	35	29	33	25
DivAnc	57317	217	1_SC3	697	4298	2037	4381	3342
DivAnc	48559	426	1_SC3	324	1767	908	1701	1339
DivAnc	317739	585	1_SC3	2	24	4	12	3
DivAnc	10158	395	1_SC3	237	1309	694	1424	1094
DivAnc	54564	456	1_SC3	1	22	6	0	0
DivAnc	124436	520	1_SC3	90	572	260	496	424
DivAnc	37372	569	1_SC3	215	1363	795	1660	1258
DivAnc	22805	886	1_SC3	446	2582	1187	2347	1799
DivAnc	10395	623	1_SC3	291	1675	846	1738	1222
DivAnc	81962	700	1_SC3	425	2612	1322	2617	1847
DivAnc	49312	885	1_SC3	1	0	0	0	0
DivAnc	46870	1012	1_SC3	42	229	129	267	312
DivAnc	9620	205	1_SC3	81	423	207	513	329
DivAnc	37786	209	1_SC3	10	103	41	76	53
DivAnc	49315	149	1_SC3	51	264	159	239	173
DivAnc	45783	715	1_SC3	193	1167	570	1262	973
DivAnc	16251	173	1_SC3	1	3	0	0	0
DivAnc	99	810	1_SC3	1	0	0	0	0
DivAnc	63874	768	1_SC3	2	5	0	0	0
DivAnc	320516	517	1_SC3	113	793	350	527	413
DivAnc	1603	85	1_SC3	1	0	0	0	0
DivAnc	2691	202	1_SC3	190	1100	598	1080	815
DivAnc	25449	1002	1_SC3	1	5	2	0	0
DivAnc	15708	807	1_SC3	4	4	0	0	0
DivAnc	15709	279	1_SC3	23	134	78	94	72
DivAnc	54980	935	1_SC3	75	367	261	681	501
DivAnc	137077	34	1_SC3	388	2245	1186	2481	1939
DivAnc	179621	412	1_SC3	1	0	0	0	0
DivAnc	53509	993	1_SC3	267	1525	768	1702	1204
DivAnc	216496	461	1_SC3	2	13	3	0	0
DivAnc	265815	800	1_SC3	1	0	0	0	0
DivAnc	319376	431	1_SC3	1	0	0	0	0
DivAnc	302744	258	1_SC3	5	34	14	40	29
DivAnc	3231	423	1_SC3	1833	10657	5328	10519	8225
DivAnc	131829	845	1_SC3	566	3491	1719	3377	2684
DivAnc	1618	639	1_SC3	419	2362	1232	2333	1692
DivAnc	1965	846	1_SC3	5	16	20	33	30
DivAnc	268602	414	1_SC3	1	6	9	9	10
DivAnc	7329	48	1_SC3	574	3504	1769	3614	2829
DivAnc	168852	625	1_SC3	1	0	0	0	0
DivAnc	210433	423	1_SC3	352	2086	1129	2476	1915
DivAnc	8840	195	1_SC3	405	2365	1306	2491	1918
DivAnc	147993	423	1_SC3	1	4	0	0	0
DivAnc	41596	369	1_SC3	83	539	247	465	399
DivAnc	41772	393	1_SC3	76	512	244	547	398
DivAnc	12957	864	1_SC3	541	3402	1623	3311	2439
DivAnc	68904	1009	1_SC3	2	0	0	0	0
DivAnc	70906	431	1_SC3	1	5	1	0	0
DivAnc	20261	157	1_SC3	18	119	38	64	72
DivAnc	168691	205	1_SC3	74	506	170	337	322
DivAnc	302243	800	1_SC3	371	1986	1105	2170	1830
DivAnc	3358	912	1_SC3	167	943	562	1149	924
DivAnc	58683	88	1_SC3	167	901	384	1044	892
DivAnc	7061	975	1_SC3	8	32	23	46	32
DivAnc	29778	766	1_SC3	474	2717	1406	2663	2228
DivAnc	169616	732	1_SC3	234	1330	680	1475	1225
DivAnc	29596	326	1_SC3	78	478	189	335	247
DivAnc	1143	71	1_SC3	363	2223	1097	2160	1714
DivAnc	233931	118	1_SC3	1	3	0	13	3
DivAnc	12487	519	1_SC3	1	0	0	0	0
DivAnc	12485	423	1_SC3	1393	8451	4602	8800	7007
DivAnc	231479	745	1_SC3	100	604	310	578	460
DivAnc	253044	969	1_SC3	2	0	0	0	0
DivAnc	37295	729	1_SC3	342	2000	1085	2306	1588
DivAnc	119329	638	1_SC3	63	394	244	593	505
DivAnc	12925	555	1_SC3	149	821	394	832	665
DivAnc	5503	381	1_SC3	120	777	344	775	603
DivAnc	27607	924	1_SC3	20	183	121	244	190
DivAnc	1547	254	1_SC3	2	0	0	0	0
DivAnc	1545	97	1_SC3	2	0	0	0	0
DivAnc	24392	597	1_SC3	2	12	16	0	0
DivAnc	39586	809	1_SC3	199	1137	468	928	715
DivAnc	34098	639	1_SC3	304	1594	721	1281	975
DivAnc	187640	423	1_SC3	422	2491	1168	2456	1801
DivAnc	38294	445	1_SC3	299	1645	925	1886	1569
DivAnc	78127	374	1_SC3	4	48	24	36	28
DivAnc	233341	773	1_SC3	333	2019	951	1696	1331
DivAnc	66370	1000	1_SC3	1	5	12	25	6
DivAnc	313378	792	1_SC3	1	0	0	0	0
DivAnc	31753	506	1_SC3	194	1102	438	892	655
DivAnc	96652	195	1_SC3	47	254	101	175	87
DivAnc	145596	544	1_SC3	6	4	6	0	0
DivAnc	188605	177	1_SC3	4	42	10	29	41
DivAnc	77562	461	1_SC3	303	1906	1079	2297	1780
DivAnc	64178	780	1_SC3	1	18	8	56	34
DivAnc	66402	434	1_SC3	1	8	2	25	7
DivAnc	48944	292	1_SC3	98	580	271	562	390
DivAnc	48942	201	1_SC3	1	4	0	0	0
DivAnc	9987	226	1_SC3	63	334	202	363	343
DivAnc	230679	484	1_SC3	317	1874	941	2111	1558
DivAnc	61758	177	1_SC3	905	5408	2604	5092	4029
DivAnc	44802	622	1_SC3	3	29	0	0	0
DivAnc	119034	587	1_SC3	1	7	2	4	0
DivAnc	192306	717	1_SC3	623	3562	1715	3572	3023
DivAnc	414	169	1_SC3	1	0	0	0	0
DivAnc	126670	896	1_SC3	40	259	144	218	117
DivAnc	151390	974	1_SC3	1	0	0	0	0
DivAnc	411	296	1_SC3	497	3020	1549	3141	2419
DivAnc	73713	695	1_SC3	11	67	30	81	61
DivAnc	5715	180	1_SC3	196	1150	601	1160	819
DivAnc	94401	802	1_SC3	2	0	0	0	0
DivAnc	3827	71	1_SC3	1	4	2	20	8
DivAnc	114055	956	1_SC3	474	2700	1439	2946	2325
DivAnc	114054	440	1_SC3	1	0	0	0	0
DivAnc	154709	853	1_SC3	1	5	0	0	0
DivAnc	311033	423	1_SC3	3	29	20	21	3
DivAnc	82425	757	1_SC3	3	22	1	0	0
DivAnc	10334	983	1_SC3	2	2	0	0	0
DivAnc	188286	573	1_SC3	75	433	196	468	419
DivAnc	66883	87	1_SC3	2	0	0	0	0
DivAnc	93239	165	1_SC3	1	0	0	0	0
DivAnc	35325	381	1_SC3	227	1191	602	1151	955
DivAnc	10702	993	1_SC3	1	3	5	0	0
DivAnc	32813	866	1_SC3	356	2113	1023	2140	1694
DivAnc	35329	66	1_SC3	3	21	1	0	0
DivAnc	7537	732	1_SC3	266	1553	719	1611	1309
DivAnc	61359	353	1_SC3	1	18	11	36	48
DivAnc	7533	439	1_SC3	177	1070	562	1300	1137
DivAnc	224131	612	1_SC3	1	13	0	0	0
DivAnc	55257	968	1_SC3	1	0	0	0	0
DivAnc	19350	261	1_SC3	1	6	2	0	0
DivAnc	140112	211	1_SC3	202	1148	625	1115	886
DivAnc	65211	177	1_SC3	410	2463	1292	2558	2000
DivAnc	60338	89	1_SC3	3	10	2	0	0
DivAnc	16653	996	1_SC3	398	2329	1260	2503	2216
DivAnc	387	266	1_SC3	792	4660	2242	4237	3229
DivAnc	388	26	1_SC3	166	900	502	963	746
DivAnc	74037	456	1_SC3	1	0	0	0	0
DivAnc	110377	2	1_SC3	140	805	403	675	517
DivAnc	5271	576	1_SC3	1	0	0	0	0
DivAnc	64854	809	1_SC3	1	0	0	0	0
DivAnc	98185	517	1_SC3	3	44	30	51	25
DivAnc	195653	807	1_SC3	1	0	0	0	0
DivAnc	10986	106	1_SC3	2	21	13	12	11
DivAnc	13664	913	1_SC3	1	9	14	14	0
DivAnc	10983	772	1_SC3	185	1211	567	1334	1032
DivAnc	224358	506	1_SC3	178	1106	441	892	762
DivAnc	73444	412	1_SC3	67	500	288	645	592
DivAnc	82737	619	1_SC3	2	34	33	123	52
DivAnc	9969	119	1_SC3	449	2417	1213	2470	2024
DivAnc	56857	757	1_SC3	155	908	537	1054	901
DivAnc	24957	690	1_SC3	1	0	0	0	0
DivAnc	150028	938	1_SC3	1	0	0	0	0
DivAnc	3756	227	1_SC3	631	3670	1790	3824	2700
DivAnc	2191	924	1_SC3	50	259	125	281	196
DivAnc	195539	767	1_SC3	1	5	0	0	0
DivAnc	16728	998	1_SC3	2	18	8	17	1
DivAnc	74450	34	1_SC3	773	4501	2284	4241	3371
DivAnc	13524	534	1_SC3	1	0	0	0	0
DivAnc	224919	431	1_SC3	149	945	391	782	684
DivAnc	51825	742	1_SC3	224	1121	547	1143	916
DivAnc	16726	252	1_SC3	1	0	0	0	0
DivAnc	25424	902	1_SC3	11	77	10	31	50
DivAnc	16236	268	1_SC3	7	38	30	21	0
DivAnc	12039	623	1_SC3	1	10	0	0	0
DivAnc	2203	846	1_SC3	2	37	24	44	53
DivAnc	2204	947	1_SC3	1	9	7	0	0
DivAnc	98597	231	1_SC3	361	2092	982	2080	1472
DivAnc	270607	85	1_SC3	235	1344	528	1151	944
DivAnc	12037	536	1_SC3	199	1048	530	1032	844
DivAnc	11587	254	1_SC3	1	14	7	15	19
DivAnc	8102	883	1_SC3	1	0	0	0	0
DivAnc	16836	512	1_SC3	1	0	0	0	0
DivAnc	143988	423	1_SC3	637	3780	1935	3955	2983
DivAnc	36312	83	1_SC3	1	1	0	0	0
DivAnc	102958	1003	1_SC3	114	699	363	664	452
DivAnc	17524	513	1_SC3	88	490	291	541	424
DivAnc	160	781	1_SC3	106	603	266	495	491
DivAnc	17292	66	1_SC3	246	1720	869	1758	1531
DivAnc	80170	690	1_SC3	54	334	128	263	140
DivAnc	117348	48	1_SC3	265	1450	659	1358	919
DivAnc	45463	9	1_SC3	3	31	7	35	17
DivAnc	4834	627	1_SC3	4	36	18	10	0
DivAnc	6358	780	1_SC3	40	309	165	344	298
DivAnc	7993	86	1_SC3	2	15	22	39	29
DivAnc	116694	896	1_SC3	24	160	43	112	178
DivAnc	104132	254	1_SC3	1	2	1	0	0
DivAnc	11634	112	1_SC3	313	1692	1002	2112	1465
DivAnc	42495	31	1_SC3	378	2283	1135	2520	1975
DivAnc	140450	70	1_SC3	146	799	462	1147	751
DivAnc	125888	423	1_SC3	3	12	7	14	22
DivAnc	98280	985	1_SC3	237	1528	792	1583	1353
DivAnc	22299	625	1_SC3	2	0	0	0	0
DivAnc	9341	813	1_SC3	3	6	2	0	0
DivAnc	5298	968	1_SC3	274	1761	914	2229	1531
DivAnc	46840	61	1_SC3	2	11	6	10	4
DivAnc	5296	577	1_SC3	2	15	14	66	46
DivAnc	10165	1005	1_SC3	410	2380	1269	2655	2195
DivAnc	45866	326	1_SC3	2	21	1	5	10
DivAnc	9619	1001	1_SC3	1	5	0	0	0
DivAnc	60664	401	1_SC3	7	41	10	37	22
DivAnc	22816	846	1_SC3	363	2104	1217	2491	1763
DivAnc	179796	202	1_SC3	1	7	0	0	0
DivAnc	5057	381	1_SC3	18	80	44	78	31
DivAnc	5050	949	1_SC3	6	54	15	18	11
DivAnc	1815	962	1_SC3	337	1706	834	1575	1069
DivAnc	16906	959	1_SC3	462	2606	1331	2685	2071
DivAnc	89256	213	1_SC3	1	0	0	0	0
DivAnc	163828	258	1_SC3	1	0	0	0	0
DivAnc	195318	757	1_SC3	2	10	2	12	8
DivAnc	102397	605	1_SC3	35	182	80	111	94
DivAnc	106390	456	1_SC3	1	3	0	0	0
DivAnc	53975	986	1_SC3	4	33	6	13	0
DivAnc	42926	906	1_SC3	1	10	0	0	0
DivAnc	36821	646	1_SC3	477	2647	1327	2454	1803
DivAnc	97463	246	1_SC3	253	1453	675	1387	985
DivAnc	63866	423	1_SC3	919	5059	2583	5157	4041
DivAnc	675	695	1_SC3	3	37	29	47	26
DivAnc	134569	34	1_SC3	2	0	0	0	0
DivAnc	12219	834	1_SC3	577	3345	1604	3472	2570
DivAnc	236233	423	1_SC3	646	4100	2103	4350	3706
DivAnc	48430	1002	1_SC3	1	0	0	0	0
DivAnc	161453	473	1_SC3	2	14	9	26	7
DivAnc	15847	625	1_SC3	2	10	17	38	16
DivAnc	48439	391	1_SC3	3	24	5	5	20
DivAnc	49431	353	1_SC3	67	395	266	486	362
DivAnc	137997	684	1_SC3	1	5	17	24	30
DivAnc	37373	866	1_SC3	464	2829	1433	2902	2353
DivAnc	24170	962	1_SC3	311	1596	911	2122	1777
DivAnc	43709	979	1_SC3	346	2054	1011	2065	1592
DivAnc	9295	24	1_SC3	2	2	4	16	33
DivAnc	143723	647	1_SC3	1	27	3	7	6
DivAnc	247335	527	1_SC3	1	9	7	7	0
DivAnc	175245	1001	1_SC3	469	2596	1419	2549	1978
DivAnc	108933	248	1_SC3	146	751	373	760	527
DivAnc	161630	898	1_SC3	1	8	15	29	40
DivAnc	800	639	1_SC3	30	203	107	173	115
DivAnc	36170	836	1_SC3	4	11	13	18	13
DivAnc	11969	710	1_SC3	1	0	0	0	0
DivAnc	83455	441	1_SC3	1	8	3	5	11
DivAnc	18099	70	1_SC3	240	1231	655	1280	928
DivAnc	30183	190	1_SC3	31	186	103	120	177
DivAnc	39695	364	1_SC3	2	12	4	18	10
DivAnc	2847	533	1_SC3	550	3453	1781	3786	2628
DivAnc	69449	456	1_SC3	149	822	391	708	447
DivAnc	3321	245	1_SC3	1	0	0	0	0
DivAnc	72893	775	1_SC3	276	1580	783	1527	1068
DivAnc	37198	964	1_SC3	356	2046	998	1707	1333
DivAnc	268057	539	1_SC3	256	1384	655	1167	858
DivAnc	38753	817	1_SC3	5	25	28	39	21
DivAnc	138312	894	1_SC3	1	0	0	0	0
DivAnc	37978	84	1_SC3	9	55	12	33	22
DivAnc	45848	930	1_SC3	2	0	0	0	0
DivAnc	41148	856	1_SC3	2	19	9	29	20
DivAnc	8148	129	1_SC3	258	1595	931	1851	1411
DivAnc	30766	802	1_SC3	1	11	11	36	26
DivAnc	87085	892	1_SC3	2	8	2	0	0
DivAnc	137684	426	1_SC3	1	27	12	20	9
DivAnc	59012	954	1_SC3	1	0	0	0	0
